rank,team,indice_final,games_played,wins_score,sos_nonconf,sos_conf,mov_capado,fcs_adjustment,contrib_wins,contrib_sos_nonconf,contrib_sos_conf,contrib_mov,contrib_fcs
52,Mississippi State,-0.017843084287170248,1,0.7000000000000001,-0.21428571428571427,0.0,1.0,0.0,0.12185298562341679,-0.2434007385262609,0.06481541788479617,0.0388892507308777,0.0
53,UCLA,-0.029090222783231586,1,1.2674155377108929,-0.006587839185289087,0.0,0.875,0.0,-0.02228374967671633,0.012158420235370986,-0.0118530583386789,-0.00711183500320734,0.0
54,Texas State,-0.05860965812869895,1,-1.0,0.0,0.0,0.0,0.0,-0.04261009179987553,0.020264341585964272,-0.022664942446742303,-0.013598965468045381,0.0
55,Rutgers,-0.07309310290108459,1,-1.65,-0.017857142857142856,0.0,0.0,0.0,-0.038564501844272965,-0.001707748423387829,-0.020513032895889877,-0.012307819737533926,0.0
56,New Mexico,-0.10495198142855688,1,0.9269636242955943,-0.1062077979544789,0.0,1.0,0.0,0.0029527266932534977,-0.11041766700968571,0.0015705993049220733,0.0009423595829532439,0.0
57,Fresno State,-0.11344148350303825,1,-1.0,0.0,0.0,0.0,0.0,-0.07223188251934619,0.020264341585964272,-0.03842121410603521,-0.023052728463621126,0.0
58,California,-0.20375038727156847,1,-1.6388456926003332,0.0013278937380555497,0.0,0.0,0.0,-0.1219021272349384,0.02189823122714732,-0.06484155703986086,-0.03890493422391651,0.0
59,Hawai'i,-0.24032641845015393,2,-1.5502072161396963,-0.003010147105439352,0.04132130643383977,0.0,0.0,-0.13877801478606364,0.01656054509000644,-0.07381809297131045,-0.04429085578278627,0.0
60,Ohio,-0.29731046864558514,1,-1.5,0.0,0.0,0.0,0.0,-0.17156340322853816,0.020264341585964272,-0.091257129376882,-0.0547542776261292,0.0
61,Boston College,-0.33432622242278764,1,-1.4715293015585917,0.0033893688620723976,0.0,0.0,0.0,-0.19381339704632466,0.02443474657785587,-0.1030922324714493,-0.06185533948286958,0.0
62,Stanford,-0.35418714572239485,2,-0.05461584936424657,-0.010348427965949106,0.0,0.4166666666666667,0.0,-0.19541108869781149,0.007531252505468977,-0.1039420684562827,-0.06236524107376962,0.0
